// FX DEPT
fx,maps/zombie/fx_mp_smoke_thick_indoor
fx,maps/zombie/fx_zombie_theater_smoke_amb_indoor
fx,maps/zombie/fx_smoke_smolder_md_gry
fx,env/smoke/fx_smk_smolder_sm
fx,maps/zombie/fx_mp_smoke_crater
fx,maps/zombie/fx_mp_smoke_sm_slow	
	
fx,maps/zombie/fx_mp_fog_low
fx,maps/zombie/fx_zombie_theater_fog_lg
fx,maps/zombie/fx_zombie_theater_fog_xlg
fx,maps/mp_maps/fx_mp_fog_ground_md	
fx,env/water/fx_water_drip_light_long
fx,env/water/fx_water_drip_light_short
	
fx,env/light/fx_light_godray_overcast_sm
fx,maps/zombie/fx_mp_ray_overcast_md
fx,maps/zombie/fx_light_godray_overcast_lg
	
fx,maps/zombie/fx_mp_ray_motes_lg
fx,maps/zombie/fx_mp_dust_mote_pcloud_sm	
fx,maps/zombie/fx_mp_dust_mote_pcloud_md	
	
fx,env/smoke/fx_pipe_steam_md
fx,maps/zombie/fx_mp_pipe_steam_random
fx,maps/mp_maps/fx_mp_fumes_vent_sm_int
fx,maps/mp_maps/fx_mp_fumes_vent_xsm_int
fx,maps/mp_maps/fx_mp_elec_spark_burst_xsm_thin_runner
fx,maps/mp_maps/fx_mp_elec_spark_burst_sm_runner
	
fx,maps/zombie/fx_mp_light_lamp
fx,maps/zombie/fx_mp_light_corona_cool
fx,maps/zombie/fx_mp_light_corona_bulb_ceiling
fx,maps/pentagon/fx_pent_tinhat_light
fx,maps/zombie/fx_zombie_light_floodlight_bright
fx,maps/zombie/fx_zombie_overhead_sm_amber
fx,maps/zombie/fx_zombie_overhead_sm_amber_flkr
fx,maps/zombie/fx_zombie_overhead_sm_blu
fx,maps/zombie/fx_zombie_overhead_sm_blu_flkr
	
fx,maps/zombie/fx_mp_birds_circling	
fx,maps/zombie/fx_mp_insects_lantern
fx,bio/insects/fx_insects_swarm_md_light
fx,bio/insects/fx_insects_maggots_sm
fx,bio/insects/fx_insects_moths_light_source
fx,bio/insects/fx_insects_moths_light_source_md
fx,maps/pentagon/fx_pent_movie_projector
fx,maps/zombie/fx_zombie_light_theater_blue
fx,maps/zombie/fx_zombie_light_theater_green
// Quads
fx,maps/zombie/fx_zombie_crawler_roof_break
fx,maps/zombie/fx_zombie_crawler_roof_theater	
fx,maps/zombie/fx_zombie_crawler_dust_roof
fx,maps/zombie/fx_zombie_crawler_grnd_dust_spwnr
fx,maps/zombie/fx_zombie_crawler_grnd_dust
// magic box fx
fx,maps/zombie/fx_dust_ceiling_impact_lg_mdbrown
fx,misc/fx_zombie_couch_effect
// Teleporter
fx,maps/zombie/fx_zombie_teleporter_pad_glow
fx,maps/zombie/fx_zombie_portal_nix_num_pp
fx, trail/fx_trail_blood_streak
fx,env/weather/fx_snow_windy_fast_door_os
fx,env/weather/fx_snow_windy_fast_sm_os
fx,env/weather/fx_snow_windy_fast_lg_os
fx,env/weather/fx_snow_windy_fast_xlg_os
fx,env/weather/fx_snow_windy_heavy_md
fx,env/weather/fx_snow_windy_heavy_sm
fx,env/weather/fx_snow_windy_heavy_xsm
fx,env/weather/fx_snow_fog_field_lg
fx,env/weather/fx_snow_blizzard_mild
fx,env/weather/fx_snow_blizzard_intense
fx,env/weather/fx_snow_blizzard_intense2
