physpreset,frag_grenade
physpreset,brick
physpreset,weapon_clip_empty
physpreset,bottle_plastic
xanim,viewmodel_mp5_grip_fire
xanim,viewmodel_dragunov_fire
xanim,ai_zombie_traverse_ground_v2_death_high_alt
xanim,zombie_dog_run_lean_r_bark
xanim,zombie_dog_walk
xanim,viewmodel_commando_masterkey_mk_sprint_out
xanim,pt_radio_crouch_putaway
xanim,pb_stand_death_nervedeath
xanim,viewmodel_famas_fire
xanim,pb_grenade_standjump_land
xanim,ai_zombie_jump_up
xanim,fxanim_gp_ceiling_fan_old_slow_anim
xanim,viewmodel_rpk_ads_up
xanim,pb_stand_death_headchest_topple
xanim,pb_stand_ads
xanim,viewmodel_colt1911_sw_empty_dtp_loop
xanim,viewmodel_colt1911_dw_left_reload_empty
xanim,viewmodel_hs10_dw_left_reload
xanim,pb_standmg42gunner_fire_forward_15up
xanim,pb_dw_crouch_shellshock
xanim,pb_pistol_stand2crouch
xanim,viewmodel_ak74u_sprint_in
xanim,viewmodel_pm63_grip_last_shot
xanim,viewmodel_cz75_sw_ads_down
xanim,viewmodel_beretta682_sprint_loop
xanim,viewmodel_hs10_putaway_quick
xanim,zombie_dog_run_lean_r_2
xanim,ai_zombie_crawl_sprint
xanim,pb_pronemg42gunner_aim_20left_15up
xanim,viewmodel_colt1911_sw_reload
xanim,pt_dw_stand_flinch_forward
xanim,pb_death_jackiespin_vertical
xanim,ai_zombie_boardtear_crawl_l_1
xanim,ai_zombie_boardtear_crawl_l_2
xanim,ai_zombie_boardtear_crawl_l_3
xanim,ai_zombie_boardtear_crawl_l_4
xanim,ai_zombie_boardtear_crawl_l_5
xanim,ai_zombie_boardtear_crawl_l_6
xanim,pb_huey_gunner_aim_60down_60right
xanim,viewmodel_dragunov_pullout
xanim,pb_pistol_stand_run_slopedown
xanim,viewmodel_m16a1_grenadier_sprint_loop
xanim,pb_minigun_stand_walk_back
xanim,viewmodel_commando_reload
xanim,viewmodel_m72_law_reload
xanim,pb_pronemg42gunner_fire_20left_15down
xanim,viewmodel_claymore_d2p_in
xanim,viewmodel_m16a1_ads_down
xanim,viewmodel_hs10_dw_full_putaway
xanim,viewmodel_cz75_sw_idle
xanim,viewmodel_colt1911_dw_full_d2p_out
xanim,viewmodel_aug_masterkey_reload_empty
xanim,zombie_dog_run_turn_90_left
xanim,pb_grenade_prone2sprint
xanim,pb_tomahawk_prone_idle
xanim,viewmodel_ithaca_reload_loop
xanim,pb_stumble_right
xanim,pb_standmg42gunner_aim_30right_15up
xanim,zombie_dog_run_turn_90_right
xanim,viewmodel_pm63_dw_right_reload_empty
xanim,pb_minigun_stand_run_left
xanim,pb_standmg42gunner_aim_15left_level
xanim,viewmodel_hs10_dw_right_reload
xanim,pb_crouch_ads_rpg
xanim,pb_stand_bombplant
xanim,viewmodel_hs10_ads_fire
xanim,viewmodel_cz75_dw_left_fire
xanim,viewmodel_ithaca_reload_out
xanim,p_knife_prone_rifle_swipe
xanim,v_huey_door_close_state
xanim,pb_stand_shoot_walk_right
xanim,pb_death_jackiespin_right
xanim,viewmodel_l96a1_ads_rechamber
xanim,pb_crouch_dw_run_back
xanim,pt_rc_prone_flinch_forward
xanim,pb_laststand_death
xanim,ai_zombie_boardtear_m_1
xanim,ai_zombie_boardtear_m_2
xanim,ai_zombie_boardtear_m_3
xanim,ai_zombie_boardtear_m_4
xanim,ai_zombie_boardtear_m_5
xanim,ai_zombie_boardtear_m_6
xanim,pt_reload_stand_auto
xanim,pt_crouch_shoot_auto_ads
xanim,pb_minigun_stand_turn_90left
xanim,viewmodel_rpk_sprint_in
xanim,viewmodel_m14_d2p_out
xanim,pb_prone2crouchrun_left
xanim,p_swim_left
xanim,viewmodel_aug_grip_d2p_out
xanim,pb_briefcase_crouch_turn_r90
xanim,pt_melee_hold_1
xanim,pt_melee_hold_2
xanim,pb_crouchturn_90right
xanim,viewmodel_galil_ads_fire
xanim,pb_standmg42gunner_fire_15right_level
xanim,p_knife_stand_pistol_swipe
xanim,pt_dw_stand_flinch_right
xanim,viewmodel_mp5_grip_pullout_quick
xanim,pb_b_knife_crouch_run_left
xanim,pb_b_knife_walk_forward
xanim,viewmodel_commando_masterkey_mk_ads_down
xanim,pt_stand_flinch_pistol_left
xanim,viewmodel_fn_fal_d2p_loop
xanim,pb_standmg42gunner_aim_45left_15up
xanim,ai_zombie_shot_arm_left
xanim,viewmodel_ithaca_pullout
xanim,viewmodel_famas_d2p_in
xanim,viewmodel_zombie_perksacola_lower
xanim,viewmodel_aug_masterkey_mk_pullout_quick
xanim,pb_combatrun_right_loop_grenade
xanim,viewmodel_m14_ads_down
xanim,pb_crouch_run_back_pistol
xanim,viewmodel_spas12_putaway
